BirdID,Sex,Tarsus,BillL,BillW,Tail,Wing,Weight,wc,wbar,wdev
TA14630,M,18.3,,,,79.0,27.0,-0.564923747276687,-0.6649237472766885,0.10000000000000142
TA14630,M,18.5,13.4,6.6,55.0,77.0,26.8,-0.7649237472766863,-0.6649237472766885,-0.09999999999999787
TA14638,F,19.8,14.0,6.6,58.0,80.0,32.5,4.935076252723313,4.80174291938998,0.13333333333333286
TA14638,F,19.6,13.8,6.5,60.0,80.5,31.6,4.035076252723314,4.80174291938998,-0.7666666666666657
TA14638,F,19.9,14.0,6.7,60.0,81.0,33.0,5.435076252723313,4.80174291938998,0.6333333333333329
TA14644,M,20.0,12.9,6.2,57.0,79.0,27.0,-0.564923747276687,0.5017429193899758,-1.0666666666666629
TA14644,M,19.7,12.8,6.5,57.0,78.0,28.3,0.7350762527233137,0.5017429193899758,0.23333333333333783
TA14644,M,19.9,12.8,6.6,58.5,80.0,28.9,1.3350762527233115,0.5017429193899758,0.8333333333333357
TA14645,F,19.1,12.9,6.2,54.0,76.0,26.5,-1.064923747276687,-0.9149237472766885,-0.14999999999999858
TA14645,F,19.0,12.8,6.2,54.0,75.0,26.1,-1.4649237472766856,-0.9149237472766885,-0.5499999999999972
TA14645,F,18.9,12.3,6.0,57.5,76.5,26.9,-0.6649237472766885,-0.9149237472766885,0.25
TA14645,F,19.3,12.4,6.1,57.0,77.0,27.1,-0.4649237472766856,-0.9149237472766885,0.45000000000000284
TA14647,M,19.3,14.3,6.6,59.5,79.5,27.8,0.23507625272331367,0.8350762527233151,-0.6000000000000014
TA14647,M,19.4,13.1,6.4,61.0,80.0,27.8,0.23507625272331367,0.8350762527233151,-0.6000000000000014
TA14647,M,19.5,14.0,6.5,60.0,81.0,29.6,2.0350762527233144,0.8350762527233151,1.1999999999999993
TA14649,M,17.2,12.5,6.0,56.0,77.0,27.0,-0.564923747276687,-1.0149237472766863,0.4499999999999993
TA14649,M,17.2,13.5,6.7,60.0,79.0,26.1,-1.4649237472766856,-1.0149237472766863,-0.4499999999999993
TA14651,M,17.4,12.9,6.1,54.0,76.3,26.2,-1.3649237472766877,-1.7149237472766856,0.34999999999999787
TA14651,M,17.5,12.7,6.4,52.0,74.0,25.5,-2.064923747276687,-1.7149237472766856,-0.3500000000000014
TB09016,F,17.0,,,,75.0,27.3,-0.2649237472766863,-2.0315904139433556,1.7666666666666693
TB09016,F,17.0,12.1,6.0,59.0,77.0,25.2,-2.3649237472766877,-2.0315904139433556,-0.33333333333333215
TB09016,F,17.0,12.5,6.2,59.0,77.0,24.1,-3.4649237472766856,-2.0315904139433556,-1.43333333333333
TB09019,F,18.3,13.2,6.2,59.0,78.0,25.5,-2.064923747276687,-1.314923747276687,-0.75
TB09019,F,18.5,12.8,6.0,60.7,78.3,27.0,-0.564923747276687,-1.314923747276687,0.75
TB09027,M,17.6,13.0,6.8,55.5,76.0,25.8,-1.7649237472766863,-0.4982570806100206,-1.2666666666666657
TB09027,M,17.7,12.6,6.6,55.5,77.0,27.6,0.03507625272331438,-0.4982570806100206,0.533333333333335
TB09027,M,17.8,12.8,6.5,57.0,76.0,27.8,0.23507625272331367,-0.4982570806100206,0.7333333333333343
TB09036,F,17.5,13.4,6.4,56.0,75.7,27.0,-0.564923747276687,-0.8982570806100192,0.33333333333333215
TB09036,F,17.8,13.0,6.5,58.0,76.5,27.6,0.03507625272331438,-0.8982570806100192,0.9333333333333336
TB09036,F,18.0,13.0,6.1,59.0,76.0,25.4,-2.1649237472766885,-0.8982570806100192,-1.2666666666666693
TB09046,M,19.9,12.9,6.4,59.0,81.0,26.0,-1.564923747276687,-1.164923747276685,-0.40000000000000213
TB09046,M,20.0,12.8,6.2,61.0,82.0,25.2,-2.3649237472766877,-1.164923747276685,-1.2000000000000028
TB09046,M,19.8,13.0,6.2,62.0,82.0,28.0,0.43507625272331296,-1.164923747276685,1.5999999999999979
TB09047,F,18.5,13.3,6.5,59.0,76.7,25.8,-1.7649237472766863,-1.1315904139433535,-0.6333333333333329
TB09047,F,18.8,13.5,6.8,59.5,77.0,27.0,-0.564923747276687,-1.1315904139433535,0.5666666666666664
TB09047,F,18.6,13.9,6.8,60.0,77.0,26.5,-1.064923747276687,-1.1315904139433535,0.06666666666666643
TB09054,M,18.8,13.4,6.7,57.0,78.0,30.0,2.435076252723313,1.435076252723313,1.0
TB09054,M,19.2,13.7,6.8,60.0,79.0,28.0,0.43507625272331296,1.435076252723313,-1.0
TB09055,M,19.0,14.3,7.1,57.5,77.0,27.0,-0.564923747276687,-0.2649237472766863,-0.3000000000000007
TB09055,M,18.8,13.9,7.0,59.0,77.0,27.6,0.03507625272331438,-0.2649237472766863,0.3000000000000007
TB09062,M,19.2,13.7,6.7,57.0,78.0,28.6,1.0350762527233144,-0.2649237472766863,1.3000000000000007
TB09062,M,19.4,12.7,6.5,58.0,80.0,26.0,-1.564923747276687,-0.2649237472766863,-1.3000000000000007
TB09067,F,18.3,,,,78.0,27.3,-0.2649237472766863,-0.1649237472766849,-0.10000000000000142
TB09067,F,18.5,13.5,6.9,59.0,78.0,28.1,0.5350762527233144,-0.1649237472766849,0.6999999999999993
TB09067,F,18.7,13.6,6.8,59.0,77.0,26.8,-0.7649237472766863,-0.1649237472766849,-0.6000000000000014
TB09068,F,18.5,13.4,6.7,57.0,76.0,26.4,-1.1649237472766885,-0.7982570806100213,-0.36666666666666714
TB09068,F,18.3,13.2,6.5,58.7,76.7,28.4,0.8350762527233115,-0.7982570806100213,1.6333333333333329
TB09068,F,18.6,12.8,6.1,60.0,77.0,25.5,-2.064923747276687,-0.7982570806100213,-1.2666666666666657
TB09069,F,17.0,13.5,7.0,55.0,77.0,29.5,1.935076252723313,2.4850762527233137,-0.5500000000000007
TB09069,F,17.8,13.7,6.7,57.0,78.0,30.6,3.0350762527233144,2.4850762527233137,0.5500000000000007
TB09070,F,20.1,14.0,6.5,56.0,77.0,28.2,0.6350762527233123,1.1017429193899808,-0.46666666666666856
TB09070,F,19.9,14.0,6.7,57.0,78.0,27.8,0.23507625272331367,1.1017429193899808,-0.8666666666666671
TB09070,F,19.5,14.3,6.4,58.0,78.0,30.0,2.435076252723313,1.1017429193899808,1.3333333333333321
TB09072,F,18.0,13.5,6.7,57.0,79.0,25.2,-2.3649237472766877,-0.7649237472766863,-1.6000000000000014
TB09072,F,18.4,13.2,6.5,58.0,78.0,26.0,-1.564923747276687,-0.7649237472766863,-0.8000000000000007
TB09072,F,18.1,13.3,6.2,58.0,78.0,29.2,1.6350762527233123,-0.7649237472766863,2.3999999999999986
TB09077,F,17.6,,,,73.0,28.8,1.2350762527233137,0.7350762527233137,0.5
TB09077,F,17.8,13.5,6.4,55.0,74.0,27.6,0.03507625272331438,0.7350762527233137,-0.6999999999999993
TB09077,F,18.0,13.2,6.5,52.0,74.0,28.5,0.935076252723313,0.7350762527233137,0.1999999999999993
TB09084,F,18.4,13.0,6.5,53.0,76.0,27.8,0.23507625272331367,0.23507625272331367,0.0
TB09084,F,18.5,13.3,6.3,55.5,76.5,28.8,1.2350762527233137,0.23507625272331367,1.0
TB09084,F,18.7,13.9,6.3,56.0,77.0,26.8,-0.7649237472766863,0.23507625272331367,-1.0
TB09089,F,18.5,13.0,6.8,53.0,77.0,26.0,-1.564923747276687,0.4017429193899815,-1.9666666666666686
TB09089,F,18.8,13.0,6.6,56.3,76.7,29.1,1.5350762527233144,0.4017429193899815,1.1333333333333329
TB09089,F,19.1,12.5,6.2,56.0,77.0,28.8,1.2350762527233137,0.4017429193899815,0.8333333333333321
TB09091,M,18.8,13.8,6.4,56.0,79.0,29.4,1.8350762527233115,1.4017429193899815,0.43333333333333
TB09091,M,18.9,14.0,6.3,58.0,79.5,28.8,1.2350762527233137,1.4017429193899815,-0.16666666666666785
TB09091,M,18.8,13.6,6.4,58.0,80.0,28.7,1.1350762527233123,1.4017429193899815,-0.26666666666666927
TB09092,F,19.0,13.7,6.8,54.0,77.0,29.6,2.0350762527233144,1.5017429193899794,0.533333333333335
TB09092,F,19.3,13.3,6.7,55.5,78.0,29.1,1.5350762527233144,1.5017429193899794,0.03333333333333499
TB09092,F,19.5,13.6,6.6,58.0,78.0,28.5,0.935076252723313,1.5017429193899794,-0.5666666666666664
TB09097,F,17.5,14.0,6.4,55.0,76.0,26.0,-1.564923747276687,0.4850762527233137,-2.0500000000000007
TB09097,F,17.9,13.5,6.1,57.0,76.0,30.1,2.5350762527233144,0.4850762527233137,2.0500000000000007
TB09099,F,17.8,13.7,6.7,55.0,77.0,25.6,-1.9649237472766856,-1.314923747276687,-0.6499999999999986
TB09099,F,17.9,13.1,6.3,57.7,77.3,26.9,-0.6649237472766885,-1.314923747276687,0.6499999999999986
TB09102,F,17.8,13.3,6.3,55.0,74.0,24.2,-3.3649237472766877,-3.564923747276687,0.1999999999999993
TB09102,F,17.8,13.3,6.2,57.5,75.0,24.4,-3.1649237472766885,-3.564923747276687,0.3999999999999986
TB09102,F,18.0,13.2,6.2,57.0,75.0,23.4,-4.1649237472766885,-3.564923747276687,-0.6000000000000014
TB09105,M,18.8,13.6,6.5,60.0,80.0,28.2,0.6350762527233123,2.4017429193899815,-1.7666666666666693
TB09105,M,19.0,13.0,6.3,61.0,82.0,31.2,3.6350762527233123,2.4017429193899815,1.2333333333333307
TB09105,M,18.9,13.3,6.4,62.0,81.0,30.5,2.935076252723313,2.4017429193899815,0.5333333333333314
TB09110,M,20.1,13.8,6.7,59.8,80.3,31.2,3.6350762527233123,3.935076252723313,-0.3000000000000007
TB09110,M,20.2,13.3,6.7,61.0,82.0,31.8,4.235076252723314,3.935076252723313,0.3000000000000007
TB09112,F,18.6,13.1,6.4,57.0,78.0,25.5,-2.064923747276687,-1.4149237472766885,-0.6499999999999986
TB09112,F,18.4,12.8,6.2,59.0,78.0,26.8,-0.7649237472766863,-1.4149237472766885,0.6500000000000021
TB09115,M,18.0,13.6,6.2,58.0,79.0,24.6,-2.9649237472766856,-1.3982570806100192,-1.5666666666666664
TB09115,M,18.3,13.3,6.0,59.5,79.0,26.5,-1.064923747276687,-1.3982570806100192,0.33333333333333215
TB09115,M,18.6,13.2,6.1,58.0,79.0,27.4,-0.16492374727668846,-1.3982570806100192,1.2333333333333307
TB09118,F,18.3,14.7,6.9,55.5,77.0,27.1,-0.4649237472766856,-1.064923747276687,0.6000000000000014
TB09118,F,18.5,14.5,6.5,57.0,78.0,27.9,0.33507625272331154,-1.064923747276687,1.3999999999999986
TB09118,F,18.8,14.1,6.4,58.0,78.0,24.5,-3.064923747276687,-1.064923747276687,-2.0
TB09119,M,19.4,14.3,6.4,57.0,79.5,27.3,-0.2649237472766863,2.0850762527233115,-2.349999999999998
TB09119,M,19.5,14.0,6.3,61.0,82.0,32.0,4.435076252723313,2.0850762527233115,2.3500000000000014
TB09121,F,18.2,13.0,6.6,52.0,73.0,25.5,-2.064923747276687,-2.6149237472766877,0.5500000000000007
TB09121,F,18.2,12.7,6.5,55.0,74.5,24.4,-3.1649237472766885,-2.6149237472766877,-0.5500000000000007
TB09125,F,18.8,12.4,6.5,56.0,75.0,26.8,-0.7649237472766863,-0.9649237472766856,0.1999999999999993
TB09125,F,18.2,12.5,6.5,52.0,73.0,26.4,-1.1649237472766885,-0.9649237472766856,-0.20000000000000284
TB09131,F,17.9,13.6,6.5,56.0,74.5,28.3,0.7350762527233137,0.5850762527233115,0.15000000000000213
TB09131,F,18.0,13.3,6.4,58.7,75.3,28.0,0.43507625272331296,0.5850762527233115,-0.14999999999999858
TB09133,F,18.5,13.7,6.5,55.0,76.5,30.0,2.435076252723313,1.685076252723313,0.75
TB09133,F,18.9,13.7,6.4,56.0,76.0,28.5,0.935076252723313,1.685076252723313,-0.75
TB09147,F,19.0,,,,76.0,30.0,2.435076252723313,1.6684095860566472,0.7666666666666657
TB09147,F,19.0,13.7,6.6,58.0,77.5,28.2,0.6350762527233123,1.6684095860566472,-1.033333333333335
TB09147,F,19.3,13.2,6.5,58.0,78.0,29.5,1.935076252723313,1.6684095860566472,0.2666666666666657
TB09153,F,19.8,,,,77.0,27.0,-0.564923747276687,0.5350762527233108,-1.0999999999999979
TB09153,F,19.9,13.8,6.1,60.0,78.0,26.9,-0.6649237472766885,0.5350762527233108,-1.1999999999999993
TB09153,F,20.0,14.1,6.4,59.0,77.0,30.4,2.8350762527233115,0.5350762527233108,2.3000000000000007
TB09166,F,18.3,13.8,6.6,54.0,75.3,28.4,0.8350762527233115,0.4850762527233101,0.3500000000000014
TB09166,F,18.4,13.5,6.5,58.0,78.0,27.7,0.13507625272331225,0.4850762527233101,-0.34999999999999787
TB09168,M,19.2,13.0,6.3,59.0,79.0,28.2,0.6350762527233123,0.5850762527233115,0.05000000000000071
TB09168,M,19.0,13.5,6.4,60.0,80.0,28.1,0.5350762527233144,0.5850762527233115,-0.04999999999999716
TB09171,F,18.9,14.5,6.5,58.7,77.0,27.5,-0.06492374727668704,0.8350762527233115,-0.8999999999999986
TB09171,F,18.9,14.4,6.4,60.3,79.0,29.3,1.7350762527233137,0.8350762527233115,0.9000000000000021
TB09173,M,18.6,13.5,7.0,57.0,78.0,26.8,-0.7649237472766863,0.16840958605664724,-0.9333333333333336
TB09173,M,18.7,13.1,6.5,60.0,80.0,29.4,1.8350762527233115,0.16840958605664724,1.6666666666666643
TB09173,M,18.8,13.7,6.7,59.0,81.0,27.0,-0.564923747276687,0.16840958605664724,-0.7333333333333343
TB09174,F,18.8,13.7,6.6,55.7,77.7,27.3,-0.2649237472766863,-1.4149237472766885,1.1500000000000021
TB09174,F,19.0,13.3,6.5,60.0,79.0,25.0,-2.564923747276687,-1.4149237472766885,-1.1499999999999986
TB09178,M,19.0,13.7,6.3,59.0,79.0,26.1,-1.4649237472766856,-1.0315904139433556,-0.43333333333333
TB09178,M,18.8,13.1,6.2,60.0,79.5,27.0,-0.564923747276687,-1.0315904139433556,0.46666666666666856
TB09178,M,18.8,13.3,6.0,60.0,80.0,26.5,-1.064923747276687,-1.0315904139433556,-0.03333333333333144
TB09182,F,19.6,13.4,6.9,56.0,78.0,27.5,-0.06492374727668704,0.08507625272331154,-0.14999999999999858
TB09182,F,20.0,13.6,6.6,57.0,80.0,27.8,0.23507625272331367,0.08507625272331154,0.15000000000000213
TB09183,M,19.1,13.9,6.6,58.0,78.5,29.6,2.0350762527233144,1.685076252723313,0.3500000000000014
TB09183,M,19.0,13.8,6.5,58.0,80.0,28.9,1.3350762527233115,1.685076252723313,-0.3500000000000014
TB09184,F,19.7,14.1,6.9,53.0,76.0,28.4,0.8350762527233115,0.935076252723313,-0.10000000000000142
TB09184,F,19.6,14.2,6.6,55.3,76.3,28.6,1.0350762527233144,0.935076252723313,0.10000000000000142
TB09185,F,18.2,13.3,6.8,55.0,75.0,26.9,-0.6649237472766885,0.16840958605664724,-0.8333333333333357
TB09185,F,18.3,13.5,6.7,57.3,75.7,27.1,-0.4649237472766856,0.16840958605664724,-0.6333333333333329
